SYSCALL(args) 		 = return
stat64("/tmp/krb5cc_0\0", 0x7FFEE594AC58, 0x0)		 = -1 Err#2
kevent_id(0x7FDBE35087E0, 0x7FFEE594AB00, 0x1)		 = 0 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 Err#-2
kevent_id(0x7FDBE35087E0, 0x700002E8C658, 0x1)		 = 0 0
kevent_id(0x7FDBE35087E0, 0x700002E8C6D8, 0x1)		 = 0 0
bsdthread_ctl(0x100, 0x800008FF, 0xFFFFFFFF)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
getegid(0x0, 0x0, 0x0)		 = 0 0
auditon(0x25, 0x7FFEE594B710, 0x8)		 = 0 0
geteuid(0x0, 0x0, 0x0)		 = 0 0
getegid(0x0, 0x0, 0x0)		 = 0 0
auditon(0x1D, 0x7FFEE594B668, 0x30)		 = 0 0
audit(0x7FDBE4042E00, 0x48, 0x0)		 = 0 0
__semwait_signal(0x1303, 0x0, 0x1)		 = -1 Err#60
write_nocancel(0x1, "\nLast login: Tue Nov  3 11:19:24 on ttys005\n\0", 0x2C)		 = 44 0
workq_kernreturn(0x100, 0x700002E8CB80, 0x1)		 = 0 0

